Reviewer,Date,Review,English Review
Dayang Burhan,3 years ago,"This restaurant also one of my favorite nasi lemak list. Because the nasi lemak was good and delicious. Their serve me with the hot nasi lemak, the chiken was crispy and fresh and suitable for breakfast and dinner. The staff also friendly and polite to their customer. Their always smiled even the customer talk rude to them. Their were trained like professional staff. The price also  cheaper and affordable. So, I recommend this placed to my friend, relatives and family.","This restaurant also one of my favorite nasi lemak list. Because the nasi lemak was good and delicious. Their serve me with the hot nasi lemak, the chicken was crispy and fresh and suitable for breakfast and dinner. The staff also friendly and polite to their customer. Their always smiled even the customer talk rude to them. Their were trained like professional staff. The price also  cheaper and affordable. So, I recommend this placed to my friend, relatives and family."
Halijah Hamdan,3 years ago,Nasi lemak wanjo its is must if you stay at Malaysia!!! Seriously delicious !! With chicken and Tempe!! Tempe nasi lemak wanjo really crunchy!!!,Nasi lemak wanjo its is must if you stay at Malaysia!!! Seriously delicious !! With chicken and Tempe!! Tempe nasi lemak wanjo really crunchy!!!
Shazali Samsudin,a year ago,nasi lemak wanjo sedap .lauk banyak...harganya ok sangat..tempat bersih dan selesa,Nasi lemak Wanjo is delicious.
Shamsul Nizam,a year ago,Long queues arrow n toilet cleanliness,Long queues arrow and toilet is clean
Dominic Wong,a year ago,"Food was good. Sambal was nice. Only problem is there's no kacang, and when I asked for extra rice, I asked how much ( I didn't know it was free) and she told me RM 2 and I paid her!","The food was good. Sambal was nice. The only problem is there's no peanut, and when I asked for extra rice, I asked how much ( I didn't know it was free) and she told me RM 2 and I paid her!"
Zephyr Liew,a year ago,"Very nice sambal and the rice is very fragrant. The staffs are exceptionally friendly and nice. The staff has given my daughter of vitagen, complimentary. Very comfortable space too.","Very nice sambal and the rice is very fragrant. The staffs are exceptionally friendly and nice. The staff has given my daughter of vitagen, complimentary. Very comfortable space too."
Mimie Ishak,a year ago,SatuÂ² nya kedai di Kg.Baru yg sgt bersihh ..teratur..pekerja ramai..,"The only shop in Kg. Baru that is very clean, organized, with many workers"
Rusman Haizi,a year ago,"harga mahal,portion nasi sikit ","expensive price, small rice portion"
Rita Rahmadani,a year ago,"the best, waiter is full of smiles and delicious food hot and fresh","the best place, waiter is full of smiles and delicious food hot and fresh"
Shahru; Azni Abdul Aziz,a year ago,Food sedap walaupun datang dari jauh.Makan harga berbaloi dan  servis terbaik.Cuma parking saja yang susah.,Food is delicious even when it comes from afar. Eat the best price and the best service.
Ahmad Hosni Abd Malek,a year ago,Orang ramai sampai beratur tapi fast service . Meja & tempat duduk pun banyak,People are in line but fast service.
Nadia Natasha,a year ago,Clean place and fast service. but rice and sambal is average. seems overrated by all reviewing this place. Really the first and last morning,Clean place and fast service. but rice and sambal is average. seems overrated by all reviewing this place. Really the first and last morning
Nasharuddin Hassan,a year ago,Kedai bersih dan servis terbaik. Antara kedai nasi lemak yang sedap di KL.,A clean shop with the best service. Among the delicious nasi lemak shops in KL
Jaafar Omar,a year ago,You can choose a variety of dishes for Nasi Lemak food. It tastes good too...Usually many people line up to get nasi lemak,You can choose a variety of dishes for Nasi Lemak food. It tastes good too...Usually many people line up to get nasi lemak
Band Nordin,a year ago,the best nasi lemak in town,the best nasi lemak in town
Noorwahida Binti Haji Othman ,a year ago,Nasi dan sambal semua sdp.. puas hati mkn,Nasi lemak and sambal delicious .. satisfied
Nor Fahh,a year ago,nasi sikit sgt tk berbaloi pon rasa biasa je,"The rice portion is very small, not worth it, and the taste is just ordinary."
Nani Haney,a year ago,Nasi lemak is a bit hard...unfriendly workers still hanging out even when customers come in,Nasi lemak is a bit hard...unfriendly workers still hanging out even when customers come in
Okie Hashim,a year ago,First and last. A little rice is not worth the price. Nasi lemak chicken dish RM8. really not worth it because of the rice too little... The plate is as small as a cake plate,First and last. A little rice is not worth the price. Nasi lemak chicken dish RM8. really not worth it because of the rice too little... The plate is as small as a cake plate
Xfn Trading,6 months ago,"Small portion of rice, take a small piece of meat rendang, cut into small lungs the price doesn't match the quantity.","Small portion of rice, take a small piece of meat rendang, cut into small lungs the price doesn't match the quantity."
Syamin arif,4 months ago,The most delicious nasi lemak in the world,The most delicious nasi lemak in the world
Mustaqmal David Haji Wong,3 months ago,It's so expensive... It's obvious that it's more expensive than the rice in other places.. just an ordinary shop,It's so expensive... It's obvious that it's more expensive than the rice in other places.. just an ordinary shop
Liza Harun,5 months ago,Sedap sangat..2x dah pi sini. Layanan pon terbaik.tandas bersih sangat rasa selesa.,Very delicious.. Been here twice. The service is also the best. The restroom is very clean and feels comfortable
Hj Momin,5 months ago,"Saya dari brunei, dh rasa nasi lemak nya sedap terutama sambal kerang nya ayam rendang nya best sangat2","I'm from Brunei, have tasted their nasi lemak, especially the cockle sambal and chicken rendang, they are really excellent."
Muhamad Samsuri Bilhaqi,8 hours ago,went to this restaurant at around 11.30 PM and everything i consume here is still fresh tastes superb especially the sambal,went to this restaurant at around 11.30 PM and everything i consume here is still fresh tastes superb especially the sambal
Azlan Ramli,13 hours ago,Bes,Best food ever
Mahfudz Rahman,22 hours ago,Fast and veriety of choiceVegetarian options: Is available,"Fast and a variety of choices, including vegetarian options, are available"
luqman zulhazmi,23 hours ago,"Nasi lemak sedap,Pastikan persekitaran kedai sentiasa bersih dan ceria.",Delicious nasi lemak. Ensure that the shop environment is always clean and cheerful.
Mohd Fakhruz Zaman Mohammad,a day ago,Nasi lemak kerang. Nice nasi lemak. Even long que but the services still awesome. Very recommended. Only limited parking space. Please do try avacado juice blended.,"Cockle Nasi Lemak. The nasi lemak is delicious. Even with a long queue, the service is still awesome. Highly recommended. Limited parking space only. Please try the blended avocado juice."
Drint Lee,2 days ago,The food is nice.. Try to avoid peak hrs.. Arrive early to beat the queue..Parking: If u are lucky to get slot.. U may park at the parking area for rm5. Its better to opt for online drive apps to come here..,"The food is delicious. Try to avoid peak hours; arrive early to beat the queue. Parking: If you are lucky to find a spot, you may park in the designated area for RM5. It's better to use online ride apps to come here."
Maikel Dewdath,2 days ago,The food was excellent,The food was excellent
sinasi ozkan,2 days ago,Very clean restaurant and tasty food,Very clean restaurant and tasty food
hanieyices,2 days ago,"Overall food okay, sambal okay, but portion of nasi lemak sangat sikit compare dengan harga, saya yang makan nasi kurang pun rasa kurang..hehe but overall okay just kena perbaiki dari segi portion thank you","The overall food is okay, and the sambal is good, but the portion of nasi lemak is very small compared to the price. Even for someone like me who eats less rice, the portion seems insufficient. Hehe, but overall, it's okay; there is just a need for improvement in terms of portion. Thank you"
Nur Hanis,3 days ago,very clean and straight to the point.,very clean place and straight to the point.
Idham Karim,3 days ago,"It was a maiden trip but it was awesome,food's good and the place was clean!!!💪💪💪","It was a maiden trip, but it was awesome. The food was good, and the place was clean!!! "
Darul Izzam,3 days ago,"Ada nasi lemak yang real “nasi lemak”. Lauk banyak pilihan,tempat bersih. Kuasa viral atau betul2 sedap? Terpulang kpd tekak anda. Bagi sy,sy pernah makan nasi lemak lagi sedap dan boleh dipanggil nasi lemak   🏻","There's nasi lemak that's truly 'nasi lemak.' Various choices of side dishes, clean place. Is it just viral or genuinely delicious? It depends on your taste buds. For me, I've had nasi lemak that's more delicious and truly deserves to be called nasi lemak."
Tierney Kilgariff,3 days ago,"Great Nasi Lemak, real fruit smoothies, and service. It's very clean and organized and accepts card which is why it's so well known as a Nasi Lemak destination. There's plenty of seating and even an air conditioned room for 1 Rm.","Great Nasi Lemak, real fruit smoothies, and service. It's very clean and organized and accepts card which is why it's so well known as a Nasi Lemak destination. There's plenty of seating and even an air conditioned room for 1 Rm."
