Reviewer,Date,Review,English Review
Nasaruddin Faiz,6 months ago,"There are many choices of food, you can only have nasi lemak, you can add chicken with sambal, you can also have squid with sambal, if you want to know what else there is, come and see for yourself. ","There are many choices of food, you can only have nasi lemak, you can add chicken with sambal, you can also have squid with sambal, if you want to know what else there is, come and see for yourself."
Nurul Sulistyarini,6 months ago,"Enaaaaak, the spices are not stingy and the portion can really make you full.","Enaaaaak, the spices are not stingy and the portion can really make you full."
Debarlys Shop,6 months ago,"Delicious, lots of chili sauce","Delicious, lots of chili sauce"
Hazim,6 months ago,"Went for sahur, not crowded with the customers but crowded with the staff at the entrance and the rice sections. The staff inside the nasi lemak cubicle was gossiping about works loudly with some cursing and offensive words while customers were there to make a payments and collect the drinks.I much more prefer the nasi lemak bungkus tepi jalan than here. Sorry.","Went for sahur, not crowded with the customers but crowded with the staff at the entrance and the rice sections. The staff inside the nasi lemak cubicle was gossiping about works loudly with some cursing and offensive words while customers were there to make a payments and collect the drinks.I much more prefer the nasi lemak bungkus tepi jalan than here. Sorry."
Zack Jack,6 months ago,Nasi lemak sedap,Fat rice is delicious
Malya,6 months ago,Great nasi lemak,Great Fat Rice
Amelia Hasami,6 months ago,Wow delish..,Wow delish..
Nur Syafiqah,6 months ago,food okayla sedap just sambal a bit manis for me. siapa yg yk makan pedas akan enjoyla . servis cepat harga pun affordable . okaylah .,Food okayla tasty just sambal a bit sweet for me.Whoever eats spicy will enjoy.Fast price service is affordable.Okay.
Mohd Fairuz,6 months ago,"Overated personally , my housing area a makcik nasi lemak is tastier , the shop feel so heaty , very hot , two person rm24","Overrated personally , my housing area a makcik nasi lemak is tastier , the shop feel so heaty , very hot , two person rm24"
Ardi Aminuddin,6 months ago,mknn rasa blhlaa..,mknn taste blhlaa ..
Norlizah Sulatin,6 months ago,Overrated is unpleasant & expensive,Overrated is unpleasant & expensive
Farah Khaliah Abdul Rahman,6 months ago,Difficult to find parking,Difficult to find parking
Boy Luck,6 months ago,Nasi lemak sedap,Fat rice is delicious
Samuel Sukmadi,6 months ago,Good food at competitive price,Good food at competitive price
Firdaus Khas,6 months ago,One of the best Nasi Lemak in town,One of the best Nasi Lemak in town
ali haron,6 months ago,one of the best nasi lemak in kuala lumpur.,one of the best nasi lemak in kuala lumpur.
Jackson Wat,7 months ago,The only thing that bother me is hot enviroment.,The only thing that bother me is hot environment.
Ahmad Abdullah,7 months ago,Excellent food. Clean environment.,Excellent food. Clean environment.
Mafa Ainin,7 months ago,Always crowded,Always crowded
Mohammad Mat,7 months ago,Not as expected.. the sambal too sweet.. its more like indonesian style of sambal.. don’t expext too much.. parking problem.. staff at the food counter not too friendly.. road side nasi lemak far better.. thats my experience.,Not as expected.. the sambal too sweet.. its more like indonesian style of sambal.. don’t expext too much.. parking problem.. staff at the food counter not too friendly.. road side nasi lemak far better.. thats my experience.
tusher rakib,7 months ago,Deliciousness are overloaded on the foods,Deliciousness are overloaded on the foods
heru setiawan,7 months ago,Delicious and cheap,Delicious and cheap
Mr Y,7 months ago,Fast service...lots of side dishes...the price is ok or not.but the people say it's really heavenly…,Fast service...lots of side dishes...the price is ok or not.but the people say it's really heavenly…
Daing Irfan,7 months ago,Quite warm when dining in but its still 5 stars,Quite warm when dining in but its still 5 stars
ph??ng thúy lê,7 months ago,"Malaysian style rice served with meats. The rice is fragrant and has a rich coconut flavor. The chicken in red sauce is delicious and tender, the fried chicken is dry. Even the bean patties are soft and tender.","Malaysian style rice served with meats. The rice is fragrant and has a rich coconut flavor. The chicken in red sauce is delicious and tender, the fried chicken is dry. Even the bean patties are soft and tender."
DMEDIA EVENT & CREATIVE,7 months ago,Sedap .  Nasi lemak ..byk.lauk,Delicious .Fat rice ..byk.lauk
Leny Leny,7 months ago,"Everything was ok... I remembered to add rice, but I was embarrassed because it was the boss's shopping day, next time I will come alone.","Everything was ok... I remembered to add rice, but I was embarrassed because it was the boss's shopping day, next time I will come alone."
Ila Mat Isa,7 months ago,Panas. Nak dok bilik Hawa dingin +1.00.,Hot.Want to dock the air room +1.00.
YVONNIE EMILYIA ABDULLAH,7 months ago,Just okay for midnight escape,Just okay for midnight escape
awie m,7 months ago,Sedap dan byk pilihan...cuma orang luar pasti terkejut dengan harga di sini.,Delicious and a lot of options ... Only outsiders must be surprised at the price here.
Noor Qodri H,7 months ago,Nasi lemak with a very delicious taste. Prices are also not too expensive. Standard size for Kuala Lumpur. The mango and avocado juice is thick and delicious. It's worth trying if you visit Kuala Lumpur,Nasi lemak with a very delicious taste. Prices are also not too expensive. Standard size for Kuala Lumpur. The mango and avocado juice is thick and delicious. It's worth trying if you visit Kuala Lumpur
Natasha “Nadiya” Musa,7 months ago,Anyone craving Nasi Lemak..this is the best place,Anyone craving Nasi Lemak..this is the best place
Jeniang Mari (Lismey),7 months ago,Berbaloi dengan harga,Worth the price
Izham Rosli,7 months ago,Tell that Brit journalist to come here for the real taste of nasi lemak.Parking: RM5 per entry in neighbouring plots.Wheelchair accessibility: Fully accessible for wheelchair patrons,Tell that Brit journalist to come here for the real taste of nasi lemak.Parking: RM5 per entry in neighbouring plots.Wheelchair accessibility: Fully accessible for wheelchair patrons
Ziadi Othman,7 months ago,Berpuas hati. Bolehlaa buat ghaso2,Satisfied.Can do it for ghaso2
Dr Amir Hamid,7 months ago,Sambal is too sweet. Village Park is much better.,Sambal is too sweet. Village Park is much better.
Muhammad Wafyruzzaman Bin Musa,7 months ago,"Berbaloi datang, walaupun jalan sesak. Lauk pauk sungguh menyelerakan","It's worth it, even when the road is crowded.The side dishes are so delicious"
Mohd Asri,7 months ago,Very fast and reliable service.. A newcomer in Kg Baru history..,Very fast and reliable service.. A newcomer in Kg Baru history..
Ruhadi Mohamad,7 months ago,"Sangat bagus,nasi lemak sangat sedap,banyak pilihan lauk",
M MM,7 months ago,Definitely one of the best nasi lemak in town. Clean & bright restaurant. A bit warm if come during lunch time in a hot day. Air conditioning dining room available for additional RM 1 per person. Price for nasi lemak & drink was reasonable,Definitely one of the best nasi lemak in town. Clean & bright restaurant. A bit warm if come during lunch time in a hot day. Air conditioning dining room available for additional RM 1 per person. Price for nasi lemak & drink was reasonable
Afiq Azam,7 months ago,Delicious. But price is expensive,Delicious. But price is expensive
Mohd Azaman Mohamad Tulis,7 months ago,Delicious and organised.,Delicious and organised.
The Sofi,7 months ago,Ramai tapi laju . Tak payah beratur lama,Many but fast.No need to line up for a long time
maidin daniel,7 months ago,"Servis memuaskan,makanan pun sedap.harga berbaloi","Service is satisfactory, the food is delicious."
MOHD RIDZUAN KUSHAIRI BIN MOHD RAMLI,7 months ago,"Nasi lemak was very good (my wife is a bit particular said the nasi lacked a bit of santan). But for the common person like me, the nasi lemak was great.Sambal was not too spicy. It is to my liking. So if you like your sambal extra spicy, this may not be the place for you.The rendang daging was surprisingly good. Kurang lemak. Daging lembut and sedap. A must try.Outlet was clean and there were a lot of workers. Meaning it doesn't look like Wanjo exploits basic skilled workforce. There is an aircond section for customers at RM1 per person.They have clean surau. Air-conditioned. So you can go at anytime and pray there.Coway water was free.The price is not Rahmah pricing. But its reasonable pricing at market rate. Can even be slightly lower than market rate.","Nasi lemak was very good (my wife is a bit particular said the nasi lacked a bit of santan). But for the common person like me, the nasi lemak was great.Sambal was not too spicy. It is to my liking. So if you like your sambal extra spicy, this may not be the place for you.The rendang daging was surprisingly good. Kurang lemak. Daging lembut and sedap. A must try.Outlet was clean and there were a lot of workers. Meaning it doesn't look like Wanjo exploits basic skilled workforce. There is an aircond section for customers at RM1 per person.They have clean surau. Air-conditioned. So you can go at anytime and pray there.Coway water was free.The price is not Rahmah pricing. But its reasonable pricing at market rate. Can even be slightly lower than market rate."
